Unnamed: 0,name,time,brand,post,date,Location,posted,Thanked,predicted_class,sentiment_score
211, 84.monsoon , 19:18 ,Distinguished - BHPian,"The engine is available internationally with and without direct injection. There is power deficit of about 17 HP, and torque deficit of 10NM with the non-direct-injected version we get in the Magnite, as compared to the direct injected version. I am sure Nissan chose to do this to keep costs under check but they could have offered the full blown engine in the top variant. Also, I find it very hard to believe the Autocar prediction that the Turbo CVT will come for 7.5 lakhs ex-showroom. In the case of the Kicks, there is a premium of 2 lakhs for the Turbo engine over the NA engine and a further 1.5 lakhs for the CVT. Even considering the smaller engine in the Magnite, I don’t see how the Turbo CVT can be any less than 2.5 lakhs over the NA equivalent. I think what Autocar is saying is that the Magnites with the NA engine range will go from 5.5 to 7.5 lakhs. The Turbo CVT should cost an additional 2.5 lakhs IMO and I expect the top end Turbo CVT Magnite to be priced at 9.99 lakhs, which is still good value.", 6th November 2020,Chennai,2205,9703,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
212, roadrunner_nv , 08:51 ,BHPian,"And, there goes Nissan again. Good product, possibly ignored by the consumer as it will not meet the performance aspirations of the Indian consumer. Lethargic engines will end up disappointing the power hungry and the ""kitna deti hai"" crowd. Nissan service was never a strong point ever and that will dent the prospect further.", 7th November 2020,Pune,176,628,Climate Control - Heating & Cooling (broken or difficult to use),Very Negative
213, Godzilla , 10:59 ,BHPian," Quote: Originally Posted by roadrunner_nv And, there goes Nissan again. Good product, possibly ignored by the consumer as it will not meet the performance aspirations of the Indian consumer. Lethargic engines will end up disappointing the power hungry and the ""kitna deti hai"" crowd. I feel it has got sufficient perfomance and mileage for the price. It is better than Sonet. The 1.0 has got a 100 PS and it is likely to be launched at a price band where most cars are like 80 PS including most hatches and compact SUVs with NA engines. Kia Sonet Turbo Petrol iMT 0-100 13.09 s Nissan 1.0 Almera Turbo CVT 0-100 12.97 s Source: https://www.youtube.com/watch?v=6jyOUv6D1IE https://indianautosblog.com/kia-sone...n-test-p321568 Most other Nissan cars launched in other countries also had the HR10DET (multipoint injection) and I feel that the performance will be more than adequate considering the price range. 'The all-new 1.0 litre turbo engine also features a number of technical innovations. Drivers will feel the instant acceleration thanks to the electronic waste gate that improved the turbo compression by opening and closing the waste gate valve more efficiently thus reducing turbo lag. The engine comes with Mirror Bore Coating Technology adapted from the legendary Nissan GT-R, which helps to reduce friction between the piston ring and inner cylinder that contributes to increase durability, reduce wear & tear and heat management, making every drive economical and environmentally mindful. ' https://nissan.com.my/v2/all-new-nis...e-performance/", 7th November 2020,Chennai,260,1901,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
214, drpudhi , 18:35 ,BHPian,Looks like the pricing is out. Really super value for money if these prices turn out to be accurate. I hope its only a matter of missing top CVT variants in this particular slide and they haven't given it a miss altogether., 7th November 2020,Kovai,375,541,Squeaks/Rattles - Water Leaks - Wind/Road Noise,Very Positive
215, sahil624 , 18:42 ,BHPian," Quote: Originally Posted by drpudhi Looks like the pricing is out. Really super value for money if these prices turn out to be accurate. I hope its only a matter of missing top CVT variants in this particular slide and they haven't given it a miss altogether. Really good pricing by Nissan considering the fact that i20 pricing released the other day, had top model around 11.80 lac. I really hope they have CVT in the higher models. Hope Nissan makes a comeback to the Indian market with this car.", 7th November 2020,Jaipur/Mumbai,340,889,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
216, cuboid , 18:49 ,BHPian,1. 1 lakh delta for the Turbo. 2. 90k delta for the CVT 3. 50k delta between XL to XV 4. 90k delta between XV to XV Premium So the Turbo CVT XV Premium would be 9.55 lakh. How much would the Tech pack be - 30k? So the Turbo CVT XV Premium + Tech pack can still be below 10 lakhs. Good pricing indeed!, 7th November 2020,Bangalore,210,217,Climate Control - Heating & Cooling (broken or difficult to use),Positive
217, ATRONIX , 19:21 ,BHPian,"Pricing seems good. You get Led headlamps, TPMS & 360-degree camera for a premium of 90k over the XV variant. A lot of folks would be happy with the XV in my opinion.", 7th November 2020,Mumbai,181,704,Squeaks/Rattles - Water Leaks - Wind/Road Noise,Very Positive
218, jeganatu , 19:48 ,BHPian," Quote: Originally Posted by drpudhi Looks like the pricing is out. Really super value for money if these prices turn out to be accurate. I hope its only a matter of missing top CVT variants in this particular slide and they haven't given it a miss altogether. It's a tentative pricing revealed to dealers via virtual conference. Here is the complete list with remaining price of cvt. As I mentioned before, tech pack would be an accessory and will be sold separately saving greatly on road tax and insurance. However, it will be covered under manufacturers warranty.", 7th November 2020,Madurai,304,982,"Brakes, Wheels or Tires",Very Positive
219, Sahilrai166 , 20:03 ,BHPian,The car looks extremely value for money and is priced on par with the premium hatchbacks sold in our country. But do people still believe in Nissan especially the customers buying cars under 8-9lac are the ones who expect good aftersales support and high resale value. Most people think Nissan will shut its India operations in few years down the line. Magnite is Nissan India's do or die product and I really hope this product gives Nissan a good comeback in the Indian market, 7th November 2020,Mangalore,130,456,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
220, jetsetgo08 , 20:08 ,Senior - BHPian,"Killer pricing, so they have carved another segment w.r.t pricing. Totally VFM even if the engines were to be discounted as lethargic at best. Now, let's see if the junta is impressed.", 7th November 2020,Hyderabad,1033,1499,Electric Motor/Battery,Positive
221, tarik.arora , 20:14 ,BHPian," Quote: Originally Posted by tarik.arora Let's see what we arrive at : 6.94 + 70k + 80k + 80k + 30k = INR 9.54 lacs. IMHO, the top end Magnite CVT will be priced closer to 9.25-9.5 lacs. If Nissan goes very agressive, it could be priced around INR 8.99 lacs. Expecting anything lower would be criminal. Looks like I was pretty close if the leaked prices are to be believed", 7th November 2020,Noida,549,1198,"Brakes, Wheels or Tires",Negative
222, PrideRed , 21:41 ,Senior - BHPian,"I had a strong feeling that Nissan will play the price card with Magnite. If the prices are indeed true, wonderful. Just saying- the i20 1.2 Spotrz IVT costs 10.5 Lacs on road here in Bangalore, and I see well loaded Nissan XV CVT priced similar. Apart from the brand, I don't see a reason why I should pay premium to i20.", 7th November 2020,BLR/PTR,3262,9465,Body Exterior and Paint,Very Positive
223, SideView , 21:54 ,BHPian," Well done Nissan (if indeed these prices are not speculative) Now just to sort out the after sales with good service packages and keep the dealers on their toes.(please stop rerouting customer complains back to dealer). We will have a winner. Edit: Even if i am not in a market for a new vehicle will definitely testdrive this one, who knows if i get a good exchange for my terrano. With these prices they might have to give money back", 7th November 2020,Bengaluru,602,1661,"Brakes, Wheels or Tires",Very Positive
